Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-05-18 00:00:00-04:00,41.923774951513195,44.864920500530594,37.885932867114725,38.11524200439453,573576400,0.0,0.0
2012-05-21 00:00:00-04:00,36.42034031552128,36.5499511367738,32.900938148767594,33.9278450012207,168192700,0.0,0.0
2012-05-22 00:00:00-04:00,32.5121099829041,33.489167704585626,30.847123011554835,30.90694236755371,101786600,0.0,0.0
2012-05-23 00:00:00-04:00,31.27583408461419,32.40244120359421,31.265863874510615,31.903942108154297,73600000,0.0,0.0
2012-05-24 00:00:00-04:00,32.851093100348855,33.11031097193775,31.674634861010365,32.930850982666016,50237200,0.0,0.0
2012-05-25 00:00:00-04:00,32.801242702575564,32.851091852536136,31.01661498996404,31.814212799072266,37149800,0.0,0.0
2012-05-29 00:00:00-04:00,31.385502077725477,31.594872683220196,28.563997319878535,28.753427505493164,78063400,0.0,0.0
2012-05-30 00:00:00-04:00,28.61384840240114,29.461295330422832,27.776369782707818,28.105379104614258,57267900,0.0,0.0
2012-05-31 00:00:00-04:00,28.464297314120753,29.58093611383816,26.749461126950106,29.511146545410156,111639200,0.0,0.0
2012-06-01 00:00:00-04:00,28.803277287848395,29.062497047128517,27.307779993125248,27.636789321899414,41855500,0.0,0.0
2012-06-04 00:00:00-04:00,27.118350695597297,27.566998726341343,26.36063186627898,26.819250106811523,35230300,0.0,0.0
2012-06-05 00:00:00-04:00,26.61985350183801,27.676671093191,25.67270442268201,25.79234504699707,42473400,0.0,0.0
2012-06-06 00:00:00-04:00,25.991742369291064,27.088440752719098,25.44339412838861,26.729520797729492,61489200,0.0,0.0
2012-06-07 00:00:00-04:00,26.91894920819657,27.267898930108903,26.071500426873186,26.231019973754883,26159500,0.0,0.0
2012-06-08 00:00:00-04:00,26.47029993532188,27.676668677164923,26.360631432698362,27.01865005493164,38034000,0.0,0.0
2012-06-11 00:00:00-04:00,27.098410510474373,27.985738271474155,26.759430981224842,26.92892074584961,28219600,0.0,0.0
2012-06-12 00:00:00-04:00,27.397508799646335,27.68663917691778,26.879069303477372,27.3177490234375,15816800,0.0,0.0
2012-06-13 00:00:00-04:00,27.57696761682625,28.01564731841809,27.018649206742165,27.188138961791992,17102800,0.0,0.0
2012-06-14 00:00:00-04:00,27.56699802610555,28.234986851982704,27.297808073523036,28.205078125,16855000,0.0,0.0
2012-06-15 00:00:00-04:00,28.4244170438022,30.009644229843506,28.264897494406362,29.91991424560547,43563800,0.0,0.0
2012-06-18 00:00:00-04:00,29.870063886066387,31.983702718313904,29.321715660087946,31.315711975097656,42978900,0.0,0.0
2012-06-19 00:00:00-04:00,31.4453245254684,32.08340277275498,30.607845875093176,31.814212799072266,30849000,0.0,0.0
2012-06-20 00:00:00-04:00,31.824181318607174,31.83415152839422,31.05649227961245,31.505142211914062,15553600,0.0,0.0
2012-06-21 00:00:00-04:00,31.574931244980892,32.40243962708459,31.41541169433124,31.744421005249023,21875300,0.0,0.0
2012-06-22 00:00:00-04:00,32.31270841226393,33.349587353644296,31.963760597013778,32.95078659057617,74834000,0.0,0.0
2012-06-25 00:00:00-04:00,32.76136004829434,32.92087960128818,31.455291093425636,31.963762283325195,24352900,0.0,0.0
2012-06-26 00:00:00-04:00,32.591864199971745,33.33961272174768,32.402435943623615,33.000633239746094,24858700,0.0,0.0
2012-06-27 00:00:00-04:00,32.36256031737379,32.80124195481761,31.804241863725814,32.13325119018555,28568000,0.0,0.0
2012-06-28 00:00:00-04:00,31.864060803085327,32.09336992725426,30.807243268618137,31.2658634185791,17713300,0.0,0.0
